predictor,normalization,k,scope,checkpoint,n,spearman_r,spearman_p,pearson_r,pearson_p,layer_collapse,ckpt_collapse,t
rankme_tgt,col_norm,8,per_ckpt,step2000000-tokens9752B,90,-0.2528,0.2757,-0.2805,0.2537,average_rankme,none,0
rankme_tgt,col_norm,8,per_ckpt,step2150000-tokens11012B,90,-0.6146,0.005,-0.6615,0.001,average_rankme,none,0
rankme_tgt,col_norm,8,per_ckpt,step2300000-tokens12272B,90,-0.2809,0.2438,-0.3431,0.1558,average_rankme,none,0
rankme_tgt,col_norm,8,per_ckpt,step2450000-tokens13532B,90,-0.0169,0.9371,0.0075,0.97,average_rankme,none,0
rankme_tgt,col_norm,8,per_ckpt,step2600000-tokens14792B,90,0.0437,0.8831,0.0761,0.7872,average_rankme,none,0
rankme_tgt,col_norm,8,per_ckpt,main,90,0.3564,0.1978,0.4416,0.1379,average_rankme,none,0
rankme_tgt,col_norm,16,per_ckpt,step50000-tokens210B,90,-0.2569,0.4256,-0.3472,0.2627,average_rankme,none,0
rankme_tgt,col_norm,16,per_ckpt,step200000-tokens840B,90,-0.4267,0.049,-0.4596,0.036,average_rankme,none,0
rankme_tgt,col_norm,16,per_ckpt,step350000-tokens1470B,90,-0.6728,0.003,-0.7236,0.001,average_rankme,none,0
rankme_tgt,col_norm,16,per_ckpt,step500000-tokens2100B,90,-0.106,0.7083,-0.1114,0.6933,average_rankme,none,0
rankme_tgt,col_norm,16,per_ckpt,step650000-tokens2730B,90,-0.5759,0.014,-0.563,0.014,average_rankme,none,0
rankme_tgt,col_norm,16,per_ckpt,step800000-tokens3360B,90,0.1191,0.6833,0.0994,0.7473,average_rankme,none,0
rankme_tgt,col_norm,16,per_ckpt,step950000-tokens3990B,90,-0.3057,0.2288,-0.3254,0.1938,average_rankme,none,0
rankme_tgt,col_norm,16,per_ckpt,step1432000-tokens6014B,90,0.3479,0.1568,0.4051,0.1159,average_rankme,none,0
rankme_tgt,col_norm,16,per_ckpt,step1700000-tokens7232B,90,-0.4222,0.043,-0.4281,0.042,average_rankme,none,0
rankme_tgt,col_norm,16,per_ckpt,step1850000-tokens8492B,90,-0.1121,0.6843,-0.1672,0.5455,average_rankme,none,0
rankme_tgt,col_norm,16,per_ckpt,step2000000-tokens9752B,90,-0.1707,0.4765,-0.2064,0.3936,average_rankme,none,0
rankme_tgt,col_norm,16,per_ckpt,step2150000-tokens11012B,90,-0.2292,0.2787,-0.2128,0.3237,average_rankme,none,0
rankme_tgt,col_norm,16,per_ckpt,step2300000-tokens12272B,90,-0.1692,0.4226,-0.1891,0.4176,average_rankme,none,0
rankme_tgt,col_norm,16,per_ckpt,step2450000-tokens13532B,90,-0.138,0.5495,-0.0516,0.8092,average_rankme,none,0
rankme_tgt,col_norm,16,per_ckpt,step2600000-tokens14792B,90,0.1794,0.4855,0.1684,0.5315,average_rankme,none,0
rankme_tgt,col_norm,16,per_ckpt,main,90,0.1191,0.6503,0.1638,0.5604,average_rankme,none,0
abs_diff,row_norm,4,per_ckpt,step50000-tokens210B,90,-0.1002,0.2478,-0.1271,0.1528,average_rankme,none,0
abs_diff,row_norm,4,per_ckpt,step200000-tokens840B,90,-0.0833,0.1299,-0.1465,0.024,average_rankme,none,0
abs_diff,row_norm,4,per_ckpt,step350000-tokens1470B,90,-0.0373,0.5055,-0.068,0.2108,average_rankme,none,0
abs_diff,row_norm,4,per_ckpt,step500000-tokens2100B,90,0.1155,0.0729,0.0434,0.4875,average_rankme,none,0
abs_diff,row_norm,4,per_ckpt,step650000-tokens2730B,90,-0.0432,0.4136,-0.1024,0.048,average_rankme,none,0
abs_diff,row_norm,4,per_ckpt,step800000-tokens3360B,90,0.0524,0.5884,0.0807,0.4815,average_rankme,none,0
abs_diff,row_norm,4,per_ckpt,step950000-tokens3990B,90,0.0712,0.1209,0.0933,0.046,average_rankme,none,0
abs_diff,row_norm,4,per_ckpt,step1432000-tokens6014B,90,0.0661,0.3037,0.1104,0.1309,average_rankme,none,0
abs_diff,row_norm,4,per_ckpt,step1700000-tokens7232B,90,-0.0613,0.1868,0.0043,0.9281,average_rankme,none,0
abs_diff,row_norm,4,per_ckpt,step1850000-tokens8492B,90,0.0277,0.5115,0.0091,0.8462,average_rankme,none,0
abs_diff,row_norm,4,per_ckpt,step2000000-tokens9752B,90,-0.0038,0.8721,0.0224,0.3427,average_rankme,none,0
abs_diff,row_norm,4,per_ckpt,step2150000-tokens11012B,90,0.0296,0.7043,0.0289,0.7233,average_rankme,none,0
abs_diff,row_norm,4,per_ckpt,step2300000-tokens12272B,90,0.0204,0.5325,0.0344,0.3267,average_rankme,none,0
abs_diff,row_norm,4,per_ckpt,step2450000-tokens13532B,90,-0.004,0.9151,0.0045,0.9261,average_rankme,none,0
abs_diff,row_norm,4,per_ckpt,step2600000-tokens14792B,90,-0.0165,0.6384,0.0123,0.7582,average_rankme,none,0
abs_diff,row_norm,4,per_ckpt,main,90,0.0264,0.3397,0.034,0.2008,average_rankme,none,0
abs_diff,row_norm,8,per_ckpt,step50000-tokens210B,90,0.1072,0.2567,0.1916,0.0509,average_rankme,none,0
abs_diff,row_norm,8,per_ckpt,step200000-tokens840B,90,-0.0933,0.1888,-0.0529,0.4835,average_rankme,none,0
abs_diff,row_norm,8,per_ckpt,step350000-tokens1470B,90,-0.1779,0.007,-0.2632,0.001,average_rankme,none,0
abs_diff,row_norm,8,per_ckpt,step500000-tokens2100B,90,0.035,0.5774,-0.0275,0.6893,average_rankme,none,0
abs_diff,row_norm,8,per_ckpt,step650000-tokens2730B,90,-0.0247,0.6513,-0.0316,0.5664,average_rankme,none,0
abs_diff,row_norm,8,per_ckpt,step800000-tokens3360B,90,0.0874,0.3137,0.0605,0.5035,average_rankme,none,0
abs_diff,row_norm,8,per_ckpt,step950000-tokens3990B,90,0.0457,0.3566,0.0101,0.8382,average_rankme,none,0
abs_diff,row_norm,8,per_ckpt,step1432000-tokens6014B,90,0.1076,0.014,0.1122,0.01,average_rankme,none,0
abs_diff,row_norm,8,per_ckpt,step1700000-tokens7232B,90,0.0341,0.4735,0.0768,0.1249,average_rankme,none,0
abs_diff,row_norm,8,per_ckpt,step1850000-tokens8492B,90,0.0197,0.7253,0.0152,0.7552,average_rankme,none,0
abs_diff,row_norm,8,per_ckpt,step2000000-tokens9752B,90,-0.0966,0.047,-0.0468,0.4176,average_rankme,none,0
abs_diff,row_norm,8,per_ckpt,step2150000-tokens11012B,90,-0.1054,0.0609,-0.1261,0.029,average_rankme,none,0
abs_diff,row_norm,8,per_ckpt,step2300000-tokens12272B,90,0.0055,0.8422,0.0238,0.4106,average_rankme,none,0
abs_diff,row_norm,8,per_ckpt,step2450000-tokens13532B,90,0.0372,0.3117,0.031,0.4725,average_rankme,none,0
abs_diff,row_norm,8,per_ckpt,step2600000-tokens14792B,90,-0.0193,0.4655,0.0084,0.7483,average_rankme,none,0
abs_diff,row_norm,8,per_ckpt,main,90,0.0074,0.7682,-0.001,0.982,average_rankme,none,0
abs_diff,row_norm,16,per_ckpt,step50000-tokens210B,90,-0.1604,0.027,-0.186,0.013,average_rankme,none,0
abs_diff,row_norm,16,per_ckpt,step200000-tokens840B,90,-0.0577,0.2877,-0.0704,0.2747,average_rankme,none,0
abs_diff,row_norm,16,per_ckpt,step350000-tokens1470B,90,-0.0709,0.1808,-0.1805,0.002,average_rankme,none,0
abs_diff,row_norm,16,per_ckpt,step500000-tokens2100B,90,0.0942,0.0899,0.0445,0.4346,average_rankme,none,0
abs_diff,row_norm,16,per_ckpt,step650000-tokens2730B,90,-0.0759,0.0689,-0.081,0.0659,average_rankme,none,0
abs_diff,row_norm,16,per_ckpt,step800000-tokens3360B,90,-0.0313,0.7113,0.0031,0.971,average_rankme,none,0
abs_diff,row_norm,16,per_ckpt,step950000-tokens3990B,90,-0.0848,0.2308,-0.0942,0.1778,average_rankme,none,0
abs_diff,row_norm,16,per_ckpt,step1432000-tokens6014B,90,0.0691,0.0709,0.0557,0.1449,average_rankme,none,0
abs_diff,row_norm,16,per_ckpt,step1700000-tokens7232B,90,0.0061,0.9301,0.0296,0.6553,average_rankme,none,0
abs_diff,row_norm,16,per_ckpt,step1850000-tokens8492B,90,-0.0558,0.2607,-0.0488,0.2967,average_rankme,none,0
abs_diff,row_norm,16,per_ckpt,step2000000-tokens9752B,90,-0.0588,0.4196,-0.0359,0.6903,average_rankme,none,0
abs_diff,row_norm,16,per_ckpt,step2150000-tokens11012B,90,-0.092,0.1349,-0.0848,0.1768,average_rankme,none,0
abs_diff,row_norm,16,per_ckpt,step2300000-tokens12272B,90,-0.0833,0.0989,-0.0385,0.4456,average_rankme,none,0
abs_diff,row_norm,16,per_ckpt,step2450000-tokens13532B,90,0.0486,0.1658,0.0608,0.1269,average_rankme,none,0
abs_diff,row_norm,16,per_ckpt,step2600000-tokens14792B,90,-0.0244,0.3167,0.0194,0.5395,average_rankme,none,0
abs_diff,row_norm,16,per_ckpt,main,90,0.0007,0.985,0.0508,0.1618,average_rankme,none,0
abs_diff,col_norm,4,per_ckpt,step50000-tokens210B,90,-0.0823,0.2188,-0.08,0.1578,average_rankme,none,0
abs_diff,col_norm,4,per_ckpt,step200000-tokens840B,90,-0.0721,0.03,-0.0784,0.0629,average_rankme,none,0
abs_diff,col_norm,4,per_ckpt,step350000-tokens1470B,90,0.0017,0.968,-0.0434,0.3117,average_rankme,none,0
abs_diff,col_norm,4,per_ckpt,step500000-tokens2100B,90,0.0667,0.2038,0.0268,0.6084,average_rankme,none,0
abs_diff,col_norm,4,per_ckpt,step650000-tokens2730B,90,-0.1026,0.019,-0.0938,0.045,average_rankme,none,0
abs_diff,col_norm,4,per_ckpt,step800000-tokens3360B,90,-0.0239,0.7802,0.0514,0.4825,average_rankme,none,0
abs_diff,col_norm,4,per_ckpt,step950000-tokens3990B,90,0.0751,0.0879,0.0896,0.039,average_rankme,none,0
abs_diff,col_norm,4,per_ckpt,step1432000-tokens6014B,90,0.0969,0.1558,0.0905,0.1259,average_rankme,none,0
abs_diff,col_norm,4,per_ckpt,step1700000-tokens7232B,90,-0.0313,0.5025,-0.0036,0.9381,average_rankme,none,0
abs_diff,col_norm,4,per_ckpt,step1850000-tokens8492B,90,-0.0281,0.5844,-0.0179,0.7413,average_rankme,none,0
abs_diff,col_norm,4,per_ckpt,step2000000-tokens9752B,90,-0.0062,0.8711,-0.0095,0.8112,average_rankme,none,0
abs_diff,col_norm,4,per_ckpt,step2150000-tokens11012B,90,0.0214,0.8142,0.0329,0.7413,average_rankme,none,0
abs_diff,col_norm,4,per_ckpt,step2300000-tokens12272B,90,0.0054,0.9361,0.016,0.7772,average_rankme,none,0
abs_diff,col_norm,4,per_ckpt,step2450000-tokens13532B,90,-0.0518,0.5045,-0.0479,0.5794,average_rankme,none,0
abs_diff,col_norm,4,per_ckpt,step2600000-tokens14792B,90,-0.0233,0.7413,-0.0359,0.6703,average_rankme,none,0
abs_diff,col_norm,4,per_ckpt,main,90,0.0353,0.6903,-0.0139,0.8651,average_rankme,none,0
abs_diff,col_norm,8,per_ckpt,step50000-tokens210B,90,0.0984,0.05,0.0966,0.0529,average_rankme,none,0
abs_diff,col_norm,8,per_ckpt,step200000-tokens840B,90,-0.0522,0.4436,-0.0395,0.5734,average_rankme,none,0
abs_diff,col_norm,8,per_ckpt,step350000-tokens1470B,90,-0.1783,0.002,-0.2125,0.001,average_rankme,none,0
abs_diff,col_norm,8,per_ckpt,step500000-tokens2100B,90,0.0199,0.8052,-0.034,0.6234,average_rankme,none,0
abs_diff,col_norm,8,per_ckpt,step650000-tokens2730B,90,-0.0388,0.4476,-0.0341,0.4905,average_rankme,none,0
abs_diff,col_norm,8,per_ckpt,step800000-tokens3360B,90,0.0689,0.4006,0.0548,0.4895,average_rankme,none,0
abs_diff,col_norm,8,per_ckpt,step950000-tokens3990B,90,-0.0235,0.6623,0.0115,0.8252,average_rankme,none,0
abs_diff,col_norm,8,per_ckpt,step1432000-tokens6014B,90,0.0756,0.044,0.0847,0.026,average_rankme,none,0
abs_diff,col_norm,8,per_ckpt,step1700000-tokens7232B,90,0.0186,0.7223,0.0841,0.1518,average_rankme,none,0
abs_diff,col_norm,8,per_ckpt,step1850000-tokens8492B,90,-0.0234,0.6613,-0.0095,0.8661,average_rankme,none,0
abs_diff,col_norm,8,per_ckpt,step2000000-tokens9752B,90,0.0077,0.8991,-0.0702,0.3337,average_rankme,none,0
abs_diff,col_norm,8,per_ckpt,step2150000-tokens11012B,90,-0.0337,0.5075,-0.1184,0.031,average_rankme,none,0
abs_diff,col_norm,8,per_ckpt,step2300000-tokens12272B,90,-0.0184,0.7413,-0.0057,0.9191,average_rankme,none,0
abs_diff,col_norm,8,per_ckpt,step2450000-tokens13532B,90,0.0166,0.8392,0.0151,0.8791,average_rankme,none,0
abs_diff,col_norm,8,per_ckpt,step2600000-tokens14792B,90,-0.0462,0.5465,-0.0871,0.2937,average_rankme,none,0
abs_diff,col_norm,8,per_ckpt,main,90,-0.0476,0.4466,-0.0702,0.3447,average_rankme,none,0
abs_diff,col_norm,16,per_ckpt,step50000-tokens210B,90,-0.1528,0.017,-0.1522,0.015,average_rankme,none,0
abs_diff,col_norm,16,per_ckpt,step200000-tokens840B,90,-0.0584,0.2398,-0.0524,0.3197,average_rankme,none,0
abs_diff,col_norm,16,per_ckpt,step350000-tokens1470B,90,-0.0117,0.7532,-0.1231,0.002,average_rankme,none,0
abs_diff,col_norm,16,per_ckpt,step500000-tokens2100B,90,0.068,0.2787,0.0314,0.6144,average_rankme,none,0
abs_diff,col_norm,16,per_ckpt,step650000-tokens2730B,90,-0.1065,0.031,-0.0881,0.0689,average_rankme,none,0
abs_diff,col_norm,16,per_ckpt,step800000-tokens3360B,90,-0.0102,0.8681,0.0027,0.967,average_rankme,none,0
abs_diff,col_norm,16,per_ckpt,step950000-tokens3990B,90,-0.1107,0.0719,-0.0806,0.1738,average_rankme,none,0
abs_diff,col_norm,16,per_ckpt,step1432000-tokens6014B,90,0.0507,0.1908,0.0496,0.2178,average_rankme,none,0
abs_diff,col_norm,16,per_ckpt,step1700000-tokens7232B,90,0.0501,0.4026,0.0342,0.6174,average_rankme,none,0
abs_diff,col_norm,16,per_ckpt,step1850000-tokens8492B,90,-0.0527,0.2058,-0.0615,0.1518,average_rankme,none,0
abs_diff,col_norm,16,per_ckpt,step2000000-tokens9752B,90,0.0001,1.0,-0.0425,0.6314,average_rankme,none,0
abs_diff,col_norm,16,per_ckpt,step2150000-tokens11012B,90,-0.1132,0.1868,-0.1318,0.1229,average_rankme,none,0
abs_diff,col_norm,16,per_ckpt,step2300000-tokens12272B,90,-0.0603,0.3506,-0.0734,0.2388,average_rankme,none,0
abs_diff,col_norm,16,per_ckpt,step2450000-tokens13532B,90,0.0225,0.7612,0.0812,0.3776,average_rankme,none,0
abs_diff,col_norm,16,per_ckpt,step2600000-tokens14792B,90,-0.0476,0.5874,-0.0344,0.7043,average_rankme,none,0
abs_diff,col_norm,16,per_ckpt,main,90,0.0824,0.3836,0.0679,0.5065,average_rankme,none,0
signed_diff,row_norm,4,per_ckpt,step50000-tokens210B,90,-0.0798,0.7363,-0.1225,0.5614,average_rankme,none,0
signed_diff,row_norm,4,per_ckpt,step200000-tokens840B,90,-0.643,0.014,-0.6475,0.009,average_rankme,none,0
signed_diff,row_norm,4,per_ckpt,step350000-tokens1470B,90,-0.7053,0.003,-0.6999,0.002,average_rankme,none,0
signed_diff,row_norm,4,per_ckpt,step500000-tokens2100B,90,-0.5545,0.038,-0.5462,0.035,average_rankme,none,0
signed_diff,row_norm,4,per_ckpt,step650000-tokens2730B,90,-0.8109,0.003,-0.8049,0.002,average_rankme,none,0
signed_diff,row_norm,4,per_ckpt,step800000-tokens3360B,90,-0.0911,0.5435,-0.1128,0.3916,average_rankme,none,0
signed_diff,row_norm,4,per_ckpt,step950000-tokens3990B,90,-0.5559,0.0619,-0.554,0.0649,average_rankme,none,0
signed_diff,row_norm,4,per_ckpt,step1432000-tokens6014B,90,-0.4837,0.0749,-0.4715,0.0739,average_rankme,none,0
signed_diff,row_norm,4,per_ckpt,step1700000-tokens7232B,90,-0.8216,0.001,-0.8162,0.001,average_rankme,none,0
signed_diff,row_norm,4,per_ckpt,step1850000-tokens8492B,90,-0.6894,0.013,-0.6632,0.015,average_rankme,none,0
signed_diff,row_norm,4,per_ckpt,step2000000-tokens9752B,90,-0.7678,0.004,-0.7537,0.004,average_rankme,none,0
signed_diff,row_norm,4,per_ckpt,step2150000-tokens11012B,90,-0.0571,0.8422,-0.0822,0.7632,average_rankme,none,0
signed_diff,row_norm,4,per_ckpt,step2300000-tokens12272B,90,-0.7121,0.011,-0.7196,0.008,average_rankme,none,0
signed_diff,row_norm,4,per_ckpt,step2450000-tokens13532B,90,-0.7863,0.003,-0.7554,0.003,average_rankme,none,0
signed_diff,row_norm,4,per_ckpt,step2600000-tokens14792B,90,-0.7798,0.003,-0.7645,0.003,average_rankme,none,0
signed_diff,row_norm,4,per_ckpt,main,90,-0.7785,0.004,-0.7663,0.005,average_rankme,none,0
signed_diff,row_norm,8,per_ckpt,step50000-tokens210B,90,0.3798,0.0529,0.3966,0.037,average_rankme,none,0
signed_diff,row_norm,8,per_ckpt,step200000-tokens840B,90,-0.3877,0.1718,-0.354,0.2028,average_rankme,none,0
signed_diff,row_norm,8,per_ckpt,step350000-tokens1470B,90,-0.6124,0.014,-0.6452,0.006,average_rankme,none,0
signed_diff,row_norm,8,per_ckpt,step500000-tokens2100B,90,-0.5479,0.032,-0.5502,0.034,average_rankme,none,0
signed_diff,row_norm,8,per_ckpt,step650000-tokens2730B,90,-0.7028,0.008,-0.6941,0.008,average_rankme,none,0
signed_diff,row_norm,8,per_ckpt,step800000-tokens3360B,90,-0.3343,0.1648,-0.3446,0.1508,average_rankme,none,0
signed_diff,row_norm,8,per_ckpt,step950000-tokens3990B,90,-0.7397,0.003,-0.6903,0.005,average_rankme,none,0
signed_diff,row_norm,8,per_ckpt,step1432000-tokens6014B,90,-0.5943,0.039,-0.6046,0.03,average_rankme,none,0
signed_diff,row_norm,8,per_ckpt,step1700000-tokens7232B,90,-0.6423,0.018,-0.6376,0.019,average_rankme,none,0
signed_diff,row_norm,8,per_ckpt,step1850000-tokens8492B,90,-0.6582,0.003,-0.6466,0.003,average_rankme,none,0
signed_diff,row_norm,8,per_ckpt,step2000000-tokens9752B,90,-0.5545,0.0539,-0.5461,0.048,average_rankme,none,0
signed_diff,row_norm,8,per_ckpt,step2150000-tokens11012B,90,-0.6926,0.009,-0.6989,0.007,average_rankme,none,0
signed_diff,row_norm,8,per_ckpt,step2300000-tokens12272B,90,-0.7123,0.011,-0.7168,0.009,average_rankme,none,0
signed_diff,row_norm,8,per_ckpt,step2450000-tokens13532B,90,-0.7497,0.005,-0.733,0.007,average_rankme,none,0
signed_diff,row_norm,8,per_ckpt,step2600000-tokens14792B,90,-0.8252,0.003,-0.813,0.004,average_rankme,none,0
signed_diff,row_norm,8,per_ckpt,main,90,-0.782,0.006,-0.776,0.006,average_rankme,none,0
signed_diff,row_norm,16,per_ckpt,step50000-tokens210B,90,-0.3353,0.1439,-0.3854,0.0829,average_rankme,none,0
signed_diff,row_norm,16,per_ckpt,step200000-tokens840B,90,-0.526,0.0819,-0.5341,0.0649,average_rankme,none,0
signed_diff,row_norm,16,per_ckpt,step350000-tokens1470B,90,-0.8138,0.002,-0.8155,0.001,average_rankme,none,0
signed_diff,row_norm,16,per_ckpt,step500000-tokens2100B,90,-0.667,0.008,-0.6579,0.007,average_rankme,none,0
signed_diff,row_norm,16,per_ckpt,step650000-tokens2730B,90,-0.6962,0.012,-0.6791,0.013,average_rankme,none,0
signed_diff,row_norm,16,per_ckpt,step800000-tokens3360B,90,-0.1255,0.5814,-0.1577,0.5245,average_rankme,none,0
signed_diff,row_norm,16,per_ckpt,step950000-tokens3990B,90,-0.5301,0.04,-0.5372,0.035,average_rankme,none,0
signed_diff,row_norm,16,per_ckpt,step1432000-tokens6014B,90,-0.5527,0.0749,-0.5732,0.0549,average_rankme,none,0
signed_diff,row_norm,16,per_ckpt,step1700000-tokens7232B,90,-0.624,0.011,-0.6145,0.013,average_rankme,none,0
signed_diff,row_norm,16,per_ckpt,step1850000-tokens8492B,90,-0.5115,0.0649,-0.5265,0.0629,average_rankme,none,0
signed_diff,row_norm,16,per_ckpt,step2000000-tokens9752B,90,-0.4867,0.0729,-0.4679,0.0729,average_rankme,none,0
signed_diff,row_norm,16,per_ckpt,step2150000-tokens11012B,90,-0.7329,0.002,-0.7258,0.002,average_rankme,none,0
signed_diff,row_norm,16,per_ckpt,step2300000-tokens12272B,90,-0.5888,0.026,-0.5983,0.023,average_rankme,none,0
signed_diff,row_norm,16,per_ckpt,step2450000-tokens13532B,90,-0.7315,0.006,-0.7091,0.006,average_rankme,none,0
signed_diff,row_norm,16,per_ckpt,step2600000-tokens14792B,90,-0.7975,0.004,-0.7889,0.004,average_rankme,none,0
signed_diff,row_norm,16,per_ckpt,main,90,-0.7417,0.01,-0.7527,0.009,average_rankme,none,0
signed_diff,col_norm,4,per_ckpt,step50000-tokens210B,90,-0.0238,0.9351,0.0499,0.8711,average_rankme,none,0
signed_diff,col_norm,4,per_ckpt,step200000-tokens840B,90,0.6767,0.015,0.6795,0.013,average_rankme,none,0
signed_diff,col_norm,4,per_ckpt,step350000-tokens1470B,90,0.7916,0.001,0.7626,0.002,average_rankme,none,0
signed_diff,col_norm,4,per_ckpt,step500000-tokens2100B,90,0.2067,0.5445,0.2308,0.5065,average_rankme,none,0
signed_diff,col_norm,4,per_ckpt,step650000-tokens2730B,90,0.5781,0.0569,0.5719,0.0629,average_rankme,none,0
signed_diff,col_norm,4,per_ckpt,step800000-tokens3360B,90,-0.3422,0.1369,-0.2993,0.3227,average_rankme,none,0
signed_diff,col_norm,4,per_ckpt,step950000-tokens3990B,90,0.2679,0.3936,0.2937,0.3467,average_rankme,none,0
signed_diff,col_norm,4,per_ckpt,step1432000-tokens6014B,90,-0.3334,0.2418,-0.3755,0.2188,average_rankme,none,0
signed_diff,col_norm,4,per_ckpt,step1700000-tokens7232B,90,0.6284,0.018,0.6071,0.031,average_rankme,none,0
signed_diff,col_norm,4,per_ckpt,step1850000-tokens8492B,90,0.4662,0.1269,0.4409,0.1419,average_rankme,none,0
signed_diff,col_norm,4,per_ckpt,step2000000-tokens9752B,90,-0.1074,0.7313,-0.0984,0.7662,average_rankme,none,0
signed_diff,col_norm,4,per_ckpt,step2150000-tokens11012B,90,-0.1108,0.6294,-0.1104,0.6244,average_rankme,none,0
signed_diff,col_norm,4,per_ckpt,step2300000-tokens12272B,90,0.1539,0.6154,0.178,0.5744,average_rankme,none,0
signed_diff,col_norm,4,per_ckpt,step2450000-tokens13532B,90,0.0674,0.8132,0.0612,0.8272,average_rankme,none,0
signed_diff,col_norm,4,per_ckpt,step2600000-tokens14792B,90,-0.0504,0.8531,-0.1198,0.6623,average_rankme,none,0
signed_diff,col_norm,4,per_ckpt,main,90,-0.3212,0.1748,-0.353,0.1339,average_rankme,none,0
signed_diff,col_norm,8,per_ckpt,step50000-tokens210B,90,-0.1241,0.7173,-0.0847,0.8202,average_rankme,none,0
signed_diff,col_norm,8,per_ckpt,step200000-tokens840B,90,0.6514,0.011,0.6522,0.011,average_rankme,none,0
signed_diff,col_norm,8,per_ckpt,step350000-tokens1470B,90,0.5206,0.0709,0.5266,0.0729,average_rankme,none,0
signed_diff,col_norm,8,per_ckpt,step500000-tokens2100B,90,0.3453,0.2547,0.3722,0.2368,average_rankme,none,0
signed_diff,col_norm,8,per_ckpt,step650000-tokens2730B,90,0.6009,0.0539,0.5921,0.0619,average_rankme,none,0
signed_diff,col_norm,8,per_ckpt,step800000-tokens3360B,90,0.5354,0.011,0.5053,0.016,average_rankme,none,0
signed_diff,col_norm,8,per_ckpt,step950000-tokens3990B,90,0.5085,0.0749,0.5456,0.0589,average_rankme,none,0
signed_diff,col_norm,8,per_ckpt,step1432000-tokens6014B,90,-0.112,0.7443,-0.1276,0.7143,average_rankme,none,0
signed_diff,col_norm,8,per_ckpt,step1700000-tokens7232B,90,0.5329,0.0749,0.5625,0.0519,average_rankme,none,0
signed_diff,col_norm,8,per_ckpt,step1850000-tokens8492B,90,0.1639,0.5884,0.1792,0.5574,average_rankme,none,0
signed_diff,col_norm,8,per_ckpt,step2000000-tokens9752B,90,0.4578,0.1049,0.4885,0.0749,average_rankme,none,0
signed_diff,col_norm,8,per_ckpt,step2150000-tokens11012B,90,0.705,0.006,0.7157,0.006,average_rankme,none,0
signed_diff,col_norm,8,per_ckpt,step2300000-tokens12272B,90,0.4537,0.1319,0.4711,0.1229,average_rankme,none,0
signed_diff,col_norm,8,per_ckpt,step2450000-tokens13532B,90,0.3149,0.2118,0.3288,0.1778,average_rankme,none,0
signed_diff,col_norm,8,per_ckpt,step2600000-tokens14792B,90,-0.1761,0.5045,-0.1791,0.5075,average_rankme,none,0
signed_diff,col_norm,8,per_ckpt,main,90,-0.3256,0.2857,-0.3871,0.1808,average_rankme,none,0
signed_diff,col_norm,16,per_ckpt,step50000-tokens210B,90,0.2841,0.3097,0.32,0.2657,average_rankme,none,0
signed_diff,col_norm,16,per_ckpt,step200000-tokens840B,90,0.6756,0.016,0.6747,0.015,average_rankme,none,0
signed_diff,col_norm,16,per_ckpt,step350000-tokens1470B,90,0.8277,0.002,0.8023,0.002,average_rankme,none,0
signed_diff,col_norm,16,per_ckpt,step500000-tokens2100B,90,0.2611,0.3506,0.28,0.3207,average_rankme,none,0
signed_diff,col_norm,16,per_ckpt,step650000-tokens2730B,90,0.6811,0.016,0.692,0.011,average_rankme,none,0
signed_diff,col_norm,16,per_ckpt,step800000-tokens3360B,90,-0.1564,0.6074,-0.1648,0.5884,average_rankme,none,0
signed_diff,col_norm,16,per_ckpt,step950000-tokens3990B,90,0.3651,0.1898,0.3892,0.1788,average_rankme,none,0
